DFT_ID,Alloy,R2_cprime,R2_c44,cprime,c44
DFT_0677,Zr35Hf10V15Mo30W10,0.999997,0.999820,65.52,55.45
DFT_0678,Zr35Hf15Mo20W30,0.999997,0.999875,70.58,67.83
DFT_0679,Zr35Hf15Ta15Mo15W20,0.117929,0.999729,-165977.29,84.81
DFT_0680,Zr35Hf15V5Ta35W10,0.999976,0.999969,25.87,67.01
DFT_0681,Zr35Hf15V5Ta45,0.999940,0.999890,15.01,62.07
DFT_0682,Zr35Hf20V25Mo20,0.999973,0.999937,44.23,54.37
DFT_0683,Zr35Hf25Ta10W30,0.999983,0.999984,48.96,75.00
DFT_0684,Zr35Hf25Nb15Ta25,0.002804,0.999870,-50153.97,70.08
DFT_0685,Zr35Hf40V5Nb5W15,0.999983,0.999961,32.78,72.83
DFT_0686,Zr40Ta25Mo20W15,0.999985,0.999932,64.92,64.30
DFT_0687,Zr40Nb15Ta15W30,0.999984,0.999958,61.86,65.33
DFT_0688,Zr40Nb15Ta15Mo30,0.999982,0.999854,61.27,52.72
DFT_0689,Zr40V5Ta5Mo20W30,0.999997,0.999732,77.76,63.54
DFT_0690,Zr40V5Nb5Ta5Mo15W30,0.999995,0.999808,73.58,62.45
DFT_0691,Zr40V5Nb10Ta15Mo30,0.999986,0.999861,61.06,52.43
DFT_0692,Zr40V5Nb20Mo15W20,0.999989,0.999838,65.78,54.37
DFT_0693,Zr40V10Nb30Mo20,0.999906,0.999833,54.66,43.53
DFT_0694,Zr40V15Ta35W10,0.999977,0.999964,45.09,65.46
DFT_0695,Zr40V20Mo30W10,0.999995,0.999640,69.05,50.62
DFT_0696,Zr40V20Ta25Mo15,0.633163,0.999959,-58272.41,56.01
DFT_0697,Zr40V20Nb5Ta20Mo15,0.999979,0.999950,49.45,53.49
DFT_0698,Zr40V25Mo5W30,0.999977,0.999866,64.91,58.29
DFT_0699,Zr40V40Mo10W10,0.999960,0.999903,53.66,48.37
DFT_0700,Zr40Hf5V15Ta20W20,0.168343,0.003193,-66811.01,12346.35
DFT_0701,Zr40Hf5V20Nb25W10,0.999962,0.999913,44.09,50.91
DFT_0702,Zr40Hf20Nb15Ta15W10,0.999977,0.999865,42.03,84.39
DFT_0703,Zr40Hf20V15W25,0.999969,0.999964,44.37,65.51
DFT_0704,Zr40Hf20V30W10,0.999924,0.999936,33.95,59.59
DFT_0705,Zr40Hf25Nb5Ta5Mo25,0.999978,0.999926,43.59,61.02
DFT_0706,Zr40Hf25Nb20Mo15,0.999920,0.999842,43.50,82.42
DFT_0707,Zr40Hf25V10Mo10W15,0.999978,0.999953,42.39,64.23
DFT_0708,Zr40Hf25V25Mo5W5,0.999955,0.999932,32.00,60.42
DFT_0709,Zr40Hf30Mo15W15,0.999984,0.999961,44.04,67.57
DFT_0710,Zr40Hf40Ta10Mo10,0.999934,0.212310,28.20,-544234.34
DFT_0711,Zr40Hf40Nb10Ta5Mo5,0.999991,0.999771,30.67,99.12
DFT_0712,Zr40Hf40V10W10,0.999941,0.999963,26.97,72.46
DFT_0713,Ti5Nb5Ta50Mo10W30,0.999859,0.999454,97.60,83.56
DFT_0714,Ti5Nb30Ta5Mo30W30,0.999915,0.999136,136.24,86.25
DFT_0715,Ti5Nb45Ta15Mo20W15,0.999886,0.997614,98.93,61.23
DFT_0716,Ti5V5Nb5Ta25Mo30W30,0.999959,0.998782,130.07,91.25
DFT_0717,Ti5V5Nb30Ta40Mo10W10,0.999424,0.999980,83.76,67.87
DFT_0718,Ti5V5Nb50Ta10W30,0.999972,0.999250,92.58,62.16
DFT_0719,Ti5V5Nb50Ta10Mo30,0.999955,0.997108,94.05,52.37
DFT_0720,Ti5V20Ta45Mo10W20,0.999897,0.999799,90.04,77.73
DFT_0721,Ti5V20Nb15Ta30W30,0.999980,0.999794,90.89,73.97
DFT_0722,Ti5V40Nb5Ta10Mo30W10,0.999748,0.997099,106.24,62.64
DFT_0723,Ti5V40Nb5Ta40Mo10,,,,
DFT_0724,Ti5V40Nb10Mo30W15,0.999681,0.996094,114.82,64.64
DFT_0725,Ti5V40Nb20Ta20W15,0.999567,0.999972,80.19,61.07
DFT_0726,Ti5V40Nb30Mo20W5,0.999991,0.998549,89.74,46.98
DFT_0727,Ti5V40Nb30Ta25,0.999867,0.999740,67.59,55.66
DFT_0728,Ti5V40Nb35Ta10Mo5W5,0.999732,0.999889,75.65,48.87
DFT_0729,Ti5Hf5V20Nb25Ta30Mo15,0.999837,0.999987,70.17,60.23
DFT_0730,Ti5Hf5V40Nb5Ta15W30,0.118286,0.999857,65532.48,71.50
DFT_0731,Ti5Hf10V5Nb5Ta45Mo30,0.999939,0.999881,70.47,67.14
DFT_0732,Ti5Hf15V30Nb5Ta30W15,0.999852,0.999995,51.51,68.71
DFT_0733,Ti5Hf25V5Nb35Mo30,0.988807,0.999933,55.05,59.51
DFT_0734,Ti5Hf25V20Nb40Ta10,0.999974,0.999959,48.49,61.09
DFT_0735,Ti5Hf25V40Mo30,0.999988,0.999936,71.02,57.99
DFT_0736,Ti5Hf30Nb50Mo10W5,0.999963,0.999956,57.92,62.48
DFT_0737,Ti5Hf30V5Nb35Mo5W20,0.999967,0.999993,64.88,69.13
DFT_0738,Ti5Hf30V30Ta35,0.387713,0.999973,831796.83,65.06
DFT_0739,Ti5Hf40Ta40W15,0.999844,0.999981,9.80,68.91
DFT_0740,Ti5Hf40V15Nb25W15,0.999990,0.999988,49.45,70.46
DFT_0741,Ti5Hf40V20Ta25Mo10,0.999982,0.999990,43.53,74.89
DFT_0742,Ti5Hf40V25Mo15W15,0.999978,0.999989,58.99,70.89
DFT_0743,Ti5Hf40V40Nb5W10,0.999978,0.633583,43.01,1122825.70
DFT_0744,Ti5Zr5V10Nb45Ta5Mo30,0.999949,0.998320,88.87,49.95
DFT_0745,Ti5Zr5V15Nb25Mo25W25,0.999725,0.996999,113.60,68.99
DFT_0746,Ti5Zr5Hf10Nb50Ta30,0.999654,0.999645,45.20,60.04
DFT_0747,Ti5Zr5Hf10V5Nb50Ta25,0.000213,0.999859,148.35,74.10
DFT_0748,Ti5Zr5Hf20Nb25Ta30W15,0.999880,0.999975,40.34,67.08
DFT_0749,Ti5Zr5Hf20V15Nb40Mo15,0.999992,0.999959,60.04,54.00
DFT_0750,Ti5Zr5Hf25V40Nb25,0.000069,0.999944,-7300.17,55.78
DFT_0751,Ti5Zr5Hf40Nb10Ta20Mo20,0.999985,0.999987,50.16,74.59
DFT_0752,Ti5Zr5Hf40V10Nb35Ta5,0.999953,0.999921,37.80,66.57
DFT_0753,Ti5Zr5Hf40V15Ta5Mo30,0.999990,0.999986,56.20,67.23
DFT_0754,Ti5Zr5Hf40V35Nb5W10,0.999967,0.999986,40.20,67.60
DFT_0755,Ti5Zr10V5Ta50Mo30,0.999776,0.999952,82.16,70.57
DFT_0756,Ti5Zr10V15Nb50Mo20,0.999993,0.999709,74.87,43.39
DFT_0757,Ti5Zr10V35Nb15Ta35,0.999870,0.999910,57.95,62.09
DFT_0758,Ti5Zr10Hf40Ta45,0.999479,0.999265,-10.21,52.90
DFT_0759,Ti5Zr10Hf40Nb5Ta40,0.997418,0.999156,-4.21,71.13
DFT_0760,Ti5Zr10Hf40V5Mo20W20,0.999996,0.999980,60.72,74.32
DFT_0761,Ti5Zr15Nb15Ta35W30,0.999884,0.999980,79.26,76.13
DFT_0762,Ti5Zr15Nb30Mo25W25,0.999954,0.998432,100.89,64.61
DFT_0763,Ti5Zr15Nb30Ta30Mo20,0.999949,0.999967,70.56,60.27
DFT_0764,Ti5Zr15Hf5V40Nb5Mo30,0.999983,0.999688,75.50,48.20
DFT_0765,Ti5Zr15Hf5V40Nb35,0.999964,0.999945,52.23,45.01
DFT_0766,Ti5Zr15Hf10V40Ta30,0.811551,0.999962,413765.44,62.56
DFT_0767,Ti5Zr15Hf15V20Ta15W30,0.999977,0.999974,65.99,73.73
DFT_0768,Ti5Zr15Hf40Nb15Ta10W15,0.999987,0.999986,41.13,76.34
DFT_0769,Ti5Zr20V5Nb50Mo10W10,0.999962,0.999911,67.26,48.73
DFT_0770,Ti5Zr20Hf5Nb20Ta40Mo10,0.999955,0.999965,49.61,65.15
DFT_0771,Ti5Zr20Hf5V30Nb35Mo5,0.999966,0.710898,52.14,196111.85
DFT_0772,Ti5Zr20Hf20V30Mo15W10,0.999985,0.999964,54.77,59.45
DFT_0773,Ti5Zr25V20Nb5Ta45,0.999948,0.999959,45.37,67.30
DFT_0774,Ti5Zr25Hf5V5Nb30Mo30,0.999991,0.999759,67.19,48.86
DFT_0775,Ti5Zr25Hf15Ta25Mo30,0.999988,0.999971,58.90,65.86
DFT_0776,Ti5Zr30Nb20Ta45,0.999903,0.999953,43.04,67.17
DFT_0777,Ti5Zr30Nb35Ta25W5,0.012851,0.999951,24200.59,59.23
DFT_0778,Ti5Zr30V25Nb5Ta20Mo15,0.999972,0.999964,53.90,54.48
DFT_0779,Ti5Zr30V40Nb25,0.999971,0.999953,44.46,44.48
DFT_0780,Ti5Zr30Hf15V30Nb20,0.999845,0.999893,34.81,53.19
DFT_0781,Ti5Zr30Hf30Ta30Mo5,0.990440,0.999834,2.71,68.23
DFT_0782,Ti5Zr30Hf30Nb35,0.999853,0.999820,31.27,62.92
DFT_0783,Ti5Zr30Hf40V10Mo15,0.999983,0.999953,32.52,67.13
DFT_0784,Ti5Zr30Hf40V10Ta15,0.999941,0.633592,23.47,960537.42
DFT_0785,Ti5Zr35Hf5V30Mo25,0.000065,0.118172,-1405.77,59926.14
DFT_0786,Ti5Zr35Hf10V30Ta20,0.999848,0.999957,32.63,60.48
DFT_0787,Ti5Zr35Hf40Nb5Ta10W5,0.999955,0.999959,25.53,76.65
DFT_0788,Ti5Zr40V5Ta35Mo15,0.999988,0.999209,46.27,62.82
DFT_0789,Ti5Zr40Hf10V5Ta35Mo5,0.999982,0.999994,21.48,60.54
DFT_0790,Ti5Zr40Hf10V35Nb5Mo5,0.999899,0.999902,33.88,51.82
DFT_0791,Ti5Zr40Hf10V40Mo5,0.999961,0.999985,21.63,48.38
DFT_0792,Ti5Zr40Hf20Nb5W30,0.999978,0.999971,46.30,69.18
DFT_0793,Ti5Zr40Hf20Nb25Mo10,0.999956,0.999858,41.85,79.29
DFT_0794,Ti5Zr40Hf25Mo30,0.999977,0.999937,44.12,59.78
DFT_0795,Ti5Zr40Hf25V15Nb15,0.999928,0.999859,32.12,80.89
DFT_0796,Ti10Nb35Ta50W5,0.999826,0.999935,69.30,73.12
DFT_0797,Ti10Nb50Mo10W30,0.999912,0.998070,101.74,64.63
DFT_0798,Ti10Nb50Ta25Mo10W5,0.999811,0.999935,76.60,60.13
DFT_0799,Ti10V5Nb20Ta35Mo30,0.999862,0.999700,89.35,64.81
DFT_0800,Ti10V5Nb35Ta45Mo5,0.999840,0.999898,68.56,68.41
DFT_0801,Ti10V5Nb50Ta5Mo5W25,0.999916,0.999425,90.60,60.42
DFT_0802,Ti10V15Nb35Ta25Mo15,0.999854,0.999969,76.07,57.65
DFT_0803,Ti10V15Nb40Ta35,0.999592,0.999824,63.72,62.81
DFT_0804,Ti10V35Nb25Ta20Mo10,0.999865,0.999963,72.29,54.69
DFT_0805,Ti10V40Nb10Mo10W30,0.999943,0.998674,101.16,67.13
DFT_0806,Ti10Hf5Nb20Ta50W15,0.999808,0.999990,67.89,77.99
DFT_0807,Ti10Hf10Nb50Mo15W15,0.999971,0.999810,81.96,59.73
DFT_0808,Ti10Hf10V40Ta20W20,0.999940,0.999992,71.65,71.96
DFT_0809,Ti10Hf15Ta25Mo20W30,0.999983,0.176668,91.70,-93997.06
DFT_0810,Ti10Hf20V5Nb5Ta50Mo10,0.999228,0.999976,35.54,70.61
DFT_0811,Ti10Hf20V15Nb20Ta35,0.999762,0.999930,27.55,64.48
DFT_0812,Ti10Hf25Nb20Ta30W15,0.999559,0.999974,31.95,68.19
DFT_0813,Ti10Hf40V10Nb20Ta20,0.999962,0.999992,36.12,73.75
DFT_0814,Ti10Hf40V15Ta10W25,0.999965,0.999992,51.84,80.24
DFT_0815,Ti10Zr5V15Nb50W20,0.999939,0.999959,76.66,54.37
DFT_0816,Ti10Zr5V40Ta15Mo30,0.999951,0.999694,85.96,56.02
DFT_0817,Ti10Zr5V40Nb5Ta25Mo15,0.999897,0.999988,71.99,58.65
DFT_0818,Ti10Zr5Hf15V40Nb5Ta25,0.070160,0.117906,-178805.61,-183247.62
DFT_0819,Ti10Zr5Hf40Nb25Mo20,0.999984,0.999982,48.81,66.33
DFT_0820,Ti10Zr5Hf40Nb45,0.999956,0.999872,37.22,66.01
DFT_0821,Ti10Zr5Hf40V5Ta35W5,0.962974,0.999346,-1.70,70.29
DFT_0822,Ti10Zr5Hf40V5Nb40,0.999968,0.999896,36.35,65.66
DFT_0823,Ti10Zr10V10Nb20Ta50,0.999968,0.999894,54.65,71.19
DFT_0824,Ti10Zr15V40Nb5W30,0.999956,0.999900,76.46,62.22
DFT_0825,Ti10Zr15Hf20V40W15,0.255839,0.212656,-482312.47,327818.05
DFT_0826,Ti10Zr15Hf40V15Nb20,0.999946,0.999936,29.20,67.20
DFT_0827,Ti10Zr20V25Mo30W15,0.999998,0.999456,85.39,58.29
DFT_0828,Ti10Zr20V35Nb20W15,0.999962,0.999958,59.98,52.47
DFT_0829,Ti10Zr20Hf25Nb25Ta20,0.999980,0.999939,34.35,68.41
DFT_0830,Ti10Zr25Nb35Mo30,0.999993,0.999690,68.13,47.72
DFT_0831,Ti10Zr25Hf35V30,0.999742,0.999985,23.48,66.03
DFT_0832,Ti10Zr40Ta5Mo30W15,0.999999,0.999794,67.05,58.47
DFT_0833,Ti10Zr40Ta35Mo15,0.999977,0.999958,43.65,63.37
DFT_0834,Ti10Zr40V10Nb10W30,0.999986,0.999927,55.55,60.26
DFT_0835,Ti10Zr40V15Nb5Ta30,0.999835,0.999954,33.05,61.17
DFT_0836,Ti10Zr40V30Ta5W15,0.999967,0.999931,43.57,56.31
DFT_0837,Ti10Zr40V30Ta20,0.999844,0.999948,32.62,57.38
DFT_0838,Ti10Zr40Hf5Nb5Ta40,0.999945,0.999980,26.36,66.89
DFT_0839,Ti10Zr40Hf5Nb35Ta5Mo5,0.999869,0.999816,36.92,52.17
DFT_0840,Ti10Zr40Hf5Nb45,0.999820,0.999683,34.57,50.18
DFT_0841,Ti10Zr40Hf5V5Nb40,0.999820,0.999756,34.01,50.22
DFT_0842,Ti15Nb5Ta50Mo15W15,0.999990,0.999918,85.03,80.68
DFT_0843,Ti15Nb20Ta25Mo10W30,0.999948,0.999474,95.05,76.87
DFT_0844,Ti15Nb50Ta10Mo25,0.999965,0.999737,81.99,53.93
DFT_0845,Ti15V5Nb35Mo15W30,0.999901,0.998606,103.05,68.69
DFT_0846,Ti15V10Ta25Mo20W30,0.999979,0.999253,103.99,82.63
DFT_0847,Ti15V20Ta45Mo20,0.999837,0.999984,76.71,71.07
DFT_0848,Ti15V20Nb25Ta10W30,0.999960,0.999837,86.70,68.34
DFT_0849,Ti15V20Nb30Mo20W15,0.999976,0.999196,92.76,58.33
DFT_0850,Ti15V30Ta20Mo15W20,0.999996,0.999686,91.00,71.49
DFT_0851,Ti15V40Nb25Mo20,0.999955,0.999872,78.73,46.20
DFT_0852,Ti15V40Nb40W5,0.999670,0.999909,66.25,46.66
DFT_0853,Ti15Hf5V20Mo30W30,0.999995,0.999014,113.09,79.68
DFT_0854,Ti15Hf10Ta40Mo25W10,0.999978,0.999872,71.83,75.83
DFT_0855,Ti15Hf10Nb35Ta20W20,0.999914,0.999991,69.88,71.26
DFT_0856,Ti15Hf10V20Nb15Ta10Mo30,0.999975,0.999887,77.47,59.06
DFT_0857,Ti15Hf15Nb40Mo30,0.633639,0.999880,414118.86,57.11
DFT_0858,Ti15Hf15V15Nb40Mo15,0.633624,0.999968,417894.28,53.74
DFT_0859,Ti15Hf15V20Nb20W30,0.387765,0.118085,425644.86,185696.05
DFT_0860,Ti15Hf15V30Nb10Mo30,0.118085,0.999900,192898.88,55.94
DFT_0861,Ti15Hf20Nb50W15,0.999971,0.999979,58.69,63.73
DFT_0862,Ti15Hf20V5Nb45Ta15,0.999959,0.999964,46.70,63.50
DFT_0863,Ti15Hf20V20Mo30W15,0.999990,0.999803,81.91,68.38
DFT_0864,Ti15Hf20V20Nb45,0.999956,0.999950,46.56,55.22
DFT_0865,Ti15Hf20V25Nb25W15,0.999976,0.999992,56.86,63.04
DFT_0866,Ti15Hf20V40Ta10Mo15,0.118052,0.999985,254268.25,61.30
DFT_0867,Ti15Hf25Ta15Mo30W15,0.000069,0.999900,-7210.11,76.49
DFT_0868,Ti15Hf25Nb25Mo20W15,0.999986,0.999963,70.11,68.07
DFT_0869,Ti15Hf25V15Ta15Mo30,0.000069,0.999986,-7319.29,67.51
DFT_0870,Ti15Hf25V20Ta25W15,0.179755,0.999989,462362.41,77.38
DFT_0871,Ti15Hf25V30Nb10Ta20,0.003882,0.000076,-67016.86,7509.49
DFT_0872,Ti15Hf35V20W30,0.999969,0.999982,55.95,76.67
DFT_0873,Ti15Hf35V40Ta10,0.067449,0.999921,-318379.93,66.75
DFT_0874,Ti15Hf40Mo15W30,,,,
DFT_0875,Ti15Zr5Ta50W30,0.999979,0.999946,79.87,87.29
DFT_0876,Ti15Zr5Nb20Ta20Mo30W10,0.999973,0.999514,91.53,66.24
DFT_0877,Ti15Zr5Hf40V25Mo15,0.999993,0.999541,38.81,67.14
DFT_0878,Ti15Zr10Ta45Mo30,0.999919,0.999951,76.33,71.06
DFT_0879,Ti15Zr10V25Ta35W15,0.999959,0.999987,63.30,72.57
DFT_0880,Ti15Zr10Hf25Mo20W30,0.999992,0.999904,73.28,75.71
DFT_0881,Ti15Zr15Ta50Mo5W15,0.999946,0.999991,63.48,78.95
DFT_0882,Ti15Zr15Nb5Ta20Mo15W30,0.999992,0.999779,85.66,74.51
DFT_0883,Ti15Zr15V25Mo15W30,0.999994,0.999659,86.34,66.59
DFT_0884,Ti15Zr20Ta35W30,0.999962,0.999979,67.75,78.58
DFT_0885,Ti15Zr20Nb30Mo20W15,0.999997,0.999788,73.39,56.58
DFT_0886,Ti15Zr20Nb35Ta10W20,0.999984,0.999976,61.13,61.28
DFT_0887,Ti15Zr20V15Ta50,0.999924,0.999976,42.50,71.43
DFT_0888,Ti15Zr20V15Nb50,0.999936,0.999931,46.84,45.50
DFT_0889,Ti15Zr20V25Nb20Ta20,0.708641,0.064234,52639.49,-16214.38
DFT_0890,Ti15Zr20Hf15Nb20Mo30,0.999995,0.999919,57.94,55.93
DFT_0891,Ti15Zr20Hf20V10Nb35,0.999897,0.999910,34.75,57.41
DFT_0892,Ti15Zr20Hf20V15Mo30,0.999992,0.999943,53.20,57.66
DFT_0893,Ti15Zr20Hf40Mo25,0.999995,0.998078,39.57,66.76
DFT_0894,Ti15Zr20Hf40Ta25,0.999895,0.999988,23.71,80.57
DFT_0895,Ti15Zr25Hf10Ta20W30,0.999976,0.999985,56.24,75.40
DFT_0896,Ti15Zr25Hf30Ta15W15,0.999986,0.999987,33.98,75.98
DFT_0897,Ti15Zr25Hf30V15Ta5Mo10,0.999982,0.999972,30.55,65.66
DFT_0898,Ti15Zr30V20Nb30Mo5,0.999946,0.999885,42.54,47.03
DFT_0899,Ti15Zr35Nb5Ta15Mo15W15,0.999990,0.999945,56.10,62.17
DFT_0900,Ti15Zr35V15Mo15W20,0.999986,0.999871,59.82,57.74
DFT_0901,Ti15Zr35Hf15V20Mo15,0.999964,0.999937,35.64,55.90
DFT_0902,Ti15Zr40Ta25W20,0.999974,0.633006,44.49,-57633.34
DFT_0903,Ti15Zr40Nb10Ta20W15,0.999964,0.224902,41.58,10785.07
DFT_0904,Ti15Zr40Nb20Mo15W10,0.999957,0.999900,49.71,52.56
DFT_0905,Ti15Zr40Nb25W20,0.999963,0.999934,46.36,56.75
DFT_0906,Ti15Zr40Hf5V5Nb5Mo30,0.999968,0.999871,49.47,51.09
DFT_0907,Ti15Zr40Hf5V40,0.999754,0.999981,27.49,53.65
DFT_0908,Ti20Ta30Mo20W30,0.999954,0.999449,99.95,84.94
DFT_0909,Ti20Ta50Mo20W10,0.999993,0.999932,81.67,79.98
DFT_0910,Ti20Nb35Mo30W15,0.999980,0.998947,100.03,63.74
DFT_0911,Ti20Nb45Ta20W15,0.999918,0.999977,70.65,65.16
DFT_0912,Ti20V5Nb5Ta40Mo5W25,0.999997,0.999900,81.68,82.11
DFT_0913,Ti20V5Nb30Ta15Mo30,0.999968,0.999767,83.39,58.63
DFT_0914,Ti20V10Ta25Mo30W15,0.999928,0.999352,96.76,74.90
DFT_0915,Ti20V10Nb50Ta5Mo15,0.999979,0.999943,70.21,50.12
DFT_0916,Ti20V15Ta45Mo15W5,0.999905,0.999989,73.21,74.59
DFT_0917,Ti20V20Mo30W30,0.999991,0.999110,114.85,79.87
DFT_0918,Ti20V20Ta50W10,0.999922,0.999979,64.06,79.31
DFT_0919,Ti20V20Nb10Ta20Mo30,0.999915,0.999809,83.18,61.16
DFT_0920,Ti20V20Nb25Ta25W10,0.999939,0.999948,65.40,65.66
DFT_0921,Ti20V20Nb50Mo10,0.999974,0.999939,66.43,46.19
DFT_0922,Ti20V25Ta25W30,0.999969,0.999845,81.95,78.75
DFT_0923,Ti20V25Nb5Ta5Mo15W30,0.999959,0.999318,97.88,73.17
DFT_0924,Ti20V25Nb5Ta35Mo5W10,,,,
DFT_0925,Ti20V30Ta20Mo30,0.999911,0.999820,83.47,61.55
DFT_0926,Ti20V40Mo20W20,0.999988,0.999428,94.87,64.57
DFT_0927,Ti20V40Nb5Mo20W15,0.999983,0.999603,89.97,60.17
DFT_0928,Ti20Hf5V25Nb45Ta5,0.004420,0.999948,14989.26,51.14
DFT_0929,Ti20Hf10Nb20Ta40Mo10,0.999915,0.999946,47.25,69.07
DFT_0930,Ti20Hf15Nb15Mo20W30,0.999995,0.999748,88.09,75.04
DFT_0931,Ti20Hf15V5Ta30Mo30,0.118067,0.999957,187100.78,67.70
DFT_0932,Ti20Hf15V35W30,0.999981,0.999968,69.19,71.94
DFT_0933,Ti20Hf15V40Ta25,0.999949,0.999990,42.80,66.84
DFT_0934,Ti20Hf15V40Nb5W20,0.999974,0.999990,60.82,65.79
DFT_0935,Ti20Hf20Mo30W30,0.000068,0.999629,-5935.52,79.78
DFT_0936,Ti20Hf20Ta40Mo10W10,0.999928,0.999965,31.97,64.65
DFT_0937,Ti20Hf20Ta45Mo15,0.999947,0.999977,33.35,71.36
DFT_0938,Ti20Hf20Nb25Ta15Mo20,0.999974,0.118065,58.29,232105.81
DFT_0939,Ti20Hf25Nb5Ta20W30,0.000069,0.999988,-7031.22,83.53
DFT_0940,Ti20Hf25Nb25Ta30,0.999531,0.999856,16.10,65.47
DFT_0941,Ti20Hf30Nb20Mo30,0.999989,0.999977,59.24,63.96
DFT_0942,Ti20Hf40Nb5Mo15W20,0.999982,0.999991,55.27,76.49
DFT_0943,Ti20Hf40Nb5Ta20W15,0.999982,0.999991,39.93,81.89
DFT_0944,Ti20Hf40Nb25W15,0.999983,0.999994,42.12,73.56
DFT_0945,Ti20Hf40V15Ta25,0.998375,0.999373,113.88,767.16
DFT_0946,Ti20Hf40V20Nb20,0.999968,0.999978,30.59,66.89
DFT_0947,Ti20Zr5V20Nb45Ta5Mo5,0.999965,0.999883,58.95,48.75
DFT_0948,Ti20Zr5V40Nb25W10,0.999964,0.998954,61.98,51.42
DFT_0949,Ti20Zr5Hf25Nb30W20,0.999986,0.999988,51.73,69.29
DFT_0950,Ti20Zr5Hf35Ta20Mo20,0.811496,0.999831,-1302227.40,518.10
DFT_0951,Ti20Zr10Nb20Ta50,0.999986,0.999946,48.33,72.71
DFT_0952,Ti20Zr10V25Ta15W30,0.999974,0.999953,73.25,72.41
DFT_0953,Ti20Zr10V35Ta20Mo15,0.999971,0.999985,60.57,58.82
DFT_0954,Ti20Zr10V40Mo15W15,0.999965,0.999888,74.85,57.93
DFT_0955,Ti20Zr10Hf10V5Ta35W20,0.117869,0.999994,-120361.84,72.36
DFT_0956,Ti20Zr10Hf30Mo30W10,0.999990,0.999964,58.73,68.72
DFT_0957,Ti20Zr10Hf30V20W20,0.999984,0.999989,41.94,71.01
DFT_0958,Ti20Zr15Ta25Mo20W20,0.475952,0.475268,27518.72,27227.50
DFT_0959,Ti20Zr15Nb35W30,0.999975,0.999933,70.51,63.30
DFT_0960,Ti20Zr15Nb40Ta25,0.999959,0.999954,46.38,59.99
DFT_0961,Ti20Zr15Nb50Mo15,0.999759,0.999907,58.93,47.49
DFT_0962,Ti20Zr15V15Nb30Mo20,0.999979,0.999869,61.91,48.00
DFT_0963,Ti20Zr15Hf10Nb45Mo10,0.999942,0.999948,48.34,52.63
DFT_0964,Ti20Zr15Hf10V20Ta35,0.999953,0.999982,24.39,63.33
DFT_0965,Ti20Zr15Hf15Nb5Ta45,0.999937,0.999901,16.59,65.46
DFT_0966,Ti20Zr15Hf15V40Nb10,0.999877,0.999979,34.54,55.99
DFT_0967,Ti20Zr15Hf30Nb5W30,0.999948,0.999979,48.37,75.93
DFT_0968,Ti20Zr15Hf40Nb15W10,0.999990,0.999981,30.74,73.69
DFT_0969,Ti20Zr20Nb15Ta20Mo25,0.999990,0.999949,60.97,59.10
DFT_0970,Ti20Zr20V5Ta40Mo15,0.999980,0.999985,51.84,68.03
DFT_0971,Ti20Zr20V15Ta15Mo30,0.999986,0.999897,64.57,57.22
DFT_0972,Ti20Zr20V15Nb30W15,0.999974,0.999961,53.96,54.94
DFT_0973,Ti20Zr20V30Nb10Mo20,0.999968,0.999935,57.54,48.17
DFT_0974,Ti20Zr20V40W20,0.999894,0.999955,56.69,59.21
DFT_0975,Ti20Zr20Hf5V5Mo30W20,0.999996,0.999765,78.05,64.90
DFT_0976,Ti20Zr20Hf10V20W30,0.811558,0.999968,399274.12,67.80
DFT_0977,Ti20Zr20Hf15Ta45,0.999960,0.999918,17.62,72.81
DFT_0978,Ti20Zr20Hf30V20Ta10,0.999874,0.999993,23.46,69.41
DFT_0979,Ti20Zr25Hf15Nb20W20,0.999976,0.999972,44.26,64.95
DFT_0980,Ti20Zr25Hf20Mo15W20,0.999991,0.999596,50.88,67.25
DFT_0981,Ti20Zr25Hf25Nb15Mo15,0.999978,0.999950,35.96,61.95
DFT_0982,Ti20Zr25Hf40W15,0.999985,0.999988,27.45,76.70
DFT_0983,Ti20Zr25Hf40Nb15,0.999132,0.999983,21.52,73.87
DFT_0984,Ti20Zr30Ta20Mo15W15,0.999988,0.999967,56.52,65.69
DFT_0985,Ti20Zr30V20W30,0.999979,0.999950,56.54,63.35
DFT_0986,Ti20Zr30Hf20V15W15,0.999985,0.999974,32.80,65.77
DFT_0987,Ti20Zr35Hf15V10Ta20,0.179397,0.008936,206658.14,59632.27
DFT_0988,Ti20Zr40Mo20W20,0.999992,0.999883,57.04,59.26
DFT_0989,Ti20Zr40V10Ta30,0.999881,0.999977,27.62,64.46
DFT_0990,Ti20Zr40V15Nb25,0.999850,0.999925,29.96,51.06
DFT_0991,Ti20Zr40V20Nb10Ta10,0.999854,0.999969,28.52,55.92
DFT_0992,Ti20Zr40Hf5Ta20Mo15,0.999970,0.118242,35.73,54264.70
DFT_0993,Ti20Zr40Hf5V5Mo30,0.999976,0.999900,46.43,52.28
DFT_0994,Ti20Zr40Hf5V10Nb5W20,0.999975,0.999943,39.02,60.76
DFT_0995,Ti20Zr40Hf20W20,0.999984,0.999974,31.46,68.94
DFT_0996,Ti20Zr40Hf20Ta20,0.999504,0.999988,19.95,72.47
DFT_0997,Ti20Zr40Hf20Nb10W10,0.999967,0.999855,32.44,82.54
DFT_0998,Ti20Zr40Hf25V15,0.999964,0.999912,23.78,82.46
