DFT_ID,Alloy,SWS0,B0,C11,C12,C44,cprime,B,G_V,G_R,G_VRH,E,nu,B_G_ratio,Cauchy,A,Hv,R2_cprime,R2_c44,n_drop_cprime,n_drop_c44,born_stable
DFT_0901,Ti15Zr35Hf15V20Mo15,3.103213,121.82,169.33,98.06,55.90,35.64,121.82,47.80,45.54,46.67,124.16,0.3301,2.6102,42.16,1.5688,3.16,0.999964,0.999937,0,0,Y
DFT_0904,Ti15Zr40Nb20Mo15W10,3.115520,130.96,197.24,97.82,52.56,49.71,130.96,51.42,51.38,51.40,136.36,0.3265,2.5479,45.26,1.0572,3.71,0.999957,0.999900,0,0,Y
DFT_0905,Ti15Zr40Nb25W20,3.126787,132.02,193.83,101.11,56.75,46.36,132.02,52.59,52.08,52.34,138.68,0.3249,2.5225,44.37,1.2240,3.86,0.999963,0.999934,0,0,Y
DFT_0906,Ti15Zr40Hf5V5Nb5Mo30,3.101869,128.83,194.78,95.85,51.09,49.47,128.83,50.44,50.42,50.43,133.83,0.3269,2.5546,44.77,1.0327,3.62,0.999968,0.999871,0,0,Y
DFT_0907,Ti15Zr40Hf5V40,3.073018,105.59,142.24,87.26,53.65,27.49,105.59,43.19,38.86,41.02,108.96,0.3280,2.5739,33.61,1.9516,2.81,0.999754,0.999981,0,0,Y
DFT_0908,Ti20Ta30Mo20W30,3.002206,210.32,343.58,143.69,84.94,99.95,210.32,90.94,90.37,90.65,237.80,0.3116,2.3200,58.75,0.8498,7.43,0.999954,0.999449,0,0,Y
DFT_0909,Ti20Ta50Mo20W10,3.033255,184.75,293.65,130.30,79.98,81.67,184.75,80.66,80.65,80.66,211.23,0.3094,2.2906,50.32,0.9793,6.89,0.999993,0.999932,0,0,Y
DFT_0910,Ti20Nb35Mo30W15,2.998814,187.53,320.90,120.84,63.74,100.03,187.53,78.26,74.56,76.41,201.81,0.3206,2.4543,57.10,0.6372,5.84,0.999980,0.998947,0,0,Y
DFT_0911,Ti20Nb45Ta20W15,3.052189,170.46,264.66,123.36,65.16,70.65,170.46,67.36,67.25,67.30,178.43,0.3255,2.5327,58.20,0.9223,4.91,0.999918,0.999977,0,0,Y
DFT_0912,Ti20V5Nb5Ta40Mo5W25,3.024240,188.65,297.56,134.20,82.11,81.68,188.65,81.94,81.94,81.94,214.73,0.3103,2.3023,52.08,1.0053,6.92,0.999997,0.999900,0,0,Y
DFT_0913,Ti20V5Nb30Ta15Mo30,3.009567,175.33,286.52,119.74,58.63,83.39,175.33,68.53,66.53,67.53,179.54,0.3293,2.5963,61.11,0.7030,4.70,0.999968,0.999767,0,0,Y
DFT_0914,Ti20V10Ta25Mo30W15,2.982032,197.87,326.88,133.37,74.90,96.76,197.87,83.64,82.34,82.99,218.44,0.3160,2.3842,58.46,0.7741,6.60,0.999928,0.999352,0,0,Y
DFT_0915,Ti20V10Nb50Ta5Mo15,3.021036,160.90,254.51,114.10,50.12,70.21,160.90,58.15,56.59,57.37,153.84,0.3407,2.8044,63.98,0.7139,3.40,0.999979,0.999943,0,0,Y
DFT_0916,Ti20V15Ta45Mo15W5,3.011958,172.29,269.91,123.48,74.59,73.21,172.29,74.04,74.03,74.04,194.28,0.3121,2.3271,48.89,1.0188,6.24,0.999905,0.999989,0,0,Y
DFT_0917,Ti20V20Mo30W30,2.931836,218.38,371.51,141.81,79.87,114.85,218.38,93.86,90.95,92.41,242.96,0.3146,2.3632,61.94,0.6955,7.33,0.999991,0.999110,0,0,Y
DFT_0918,Ti20V20Ta50W10,3.020169,168.31,253.73,125.60,79.31,64.06,168.31,73.21,72.41,72.81,190.91,0.3110,2.3116,46.29,1.2380,6.22,0.999922,0.999979,0,0,Y
DFT_0919,Ti20V20Nb10Ta20Mo30,2.973368,175.75,286.65,120.30,61.16,83.18,175.75,69.97,68.40,69.19,183.48,0.3260,2.5402,59.14,0.7353,5.01,0.999915,0.999809,0,0,Y
DFT_0920,Ti20V20Nb25Ta25W10,3.013396,165.20,252.40,121.60,65.66,65.40,165.20,65.56,65.56,65.56,173.70,0.3248,2.5199,55.94,1.0039,4.84,0.999939,0.999948,0,0,Y
DFT_0921,Ti20V20Nb50Mo10,3.002848,154.45,243.03,110.16,46.19,66.43,154.45,54.29,52.60,53.44,143.75,0.3449,2.8900,63.97,0.6952,2.92,0.999974,0.999939,0,0,Y
DFT_0922,Ti20V25Ta25W30,2.974854,191.99,301.25,137.36,78.75,81.95,191.99,80.03,80.00,80.01,210.76,0.3170,2.3995,58.61,0.9610,6.32,0.999969,0.999845,0,0,Y
DFT_0923,Ti20V25Nb5Ta5Mo15W30,2.944415,200.56,331.07,135.31,73.17,97.88,200.56,83.06,81.39,82.22,217.02,0.3197,2.4392,62.13,0.7476,6.29,0.999959,0.999318,0,0,Y
DFT_0925,Ti20V30Ta20Mo30,2.946709,176.65,287.94,121.01,61.55,83.47,176.65,70.32,68.77,69.54,184.43,0.3260,2.5401,59.46,0.7374,5.04,0.999911,0.999820,0,0,Y
DFT_0926,Ti20V40Mo20W20,2.905031,191.72,318.22,128.47,64.57,94.87,191.72,76.69,74.03,75.36,199.90,0.3262,2.5440,63.90,0.6806,5.41,0.999988,0.999428,0,0,Y
DFT_0927,Ti20V40Nb5Mo20W15,2.910287,184.02,303.98,124.04,60.17,89.97,184.02,72.09,69.36,70.73,188.08,0.3297,2.6019,63.87,0.6688,4.89,0.999983,0.999603,0,0,Y
DFT_0928,Ti20Hf5V25Nb45Ta5,3.019865,144.74,216.86,108.68,51.14,54.09,144.74,52.32,52.28,52.30,140.04,0.3387,2.7674,57.54,0.9454,3.15,0.999997,0.999948,2,0,Y
DFT_0929,Ti20Hf10Nb20Ta40Mo10,3.078995,150.63,213.64,119.13,69.07,47.25,150.63,60.34,58.30,59.32,157.32,0.3259,2.5391,50.06,1.4617,4.33,0.999915,0.999946,0,0,Y
DFT_0930,Ti20Hf15Nb15Mo20W30,3.021894,186.33,303.78,127.60,75.04,88.09,186.33,80.26,79.77,80.01,209.98,0.3122,2.3288,52.56,0.8518,6.66,0.999995,0.999748,0,0,Y
DFT_0931,Ti20Hf15V5Ta30Mo30,3.040858,169.06,242.34,132.42,67.70,54.96,169.06,62.60,61.96,62.28,166.40,0.3360,2.7145,64.72,1.2317,3.97,0.999967,0.999957,1,0,Y
DFT_0932,Ti20Hf15V35W30,2.968591,170.89,263.14,124.76,71.94,69.19,170.89,70.84,70.81,70.83,186.69,0.3179,2.4128,52.82,1.0398,5.63,0.999981,0.999968,0,0,Y
DFT_0933,Ti20Hf15V40Ta25,3.005663,143.61,200.68,115.08,66.84,42.80,143.61,57.22,54.58,55.90,148.44,0.3277,2.5691,48.24,1.5616,3.98,0.999949,0.999990,0,0,Y
DFT_0934,Ti20Hf15V40Nb5W20,2.968116,160.24,241.33,119.70,65.79,60.82,160.24,63.80,63.70,63.75,168.86,0.3244,2.5136,53.91,1.0817,4.73,0.999974,0.999990,0,0,Y
DFT_0935,Ti20Hf20Mo30W30,3.014780,192.04,314.66,130.73,79.78,91.97,192.04,84.65,84.24,84.45,220.96,0.3082,2.2740,50.95,0.8675,7.25,0.999996,0.999629,1,0,Y
DFT_0936,Ti20Hf20Ta40Mo10W10,3.131416,128.01,170.64,106.70,64.65,31.97,128.01,51.58,45.89,48.73,129.74,0.3311,2.6268,42.05,2.0222,3.28,0.999928,0.999965,0,0,Y
DFT_0937,Ti20Hf20Ta45Mo15,3.089674,161.96,206.42,139.73,71.36,33.35,161.96,56.15,49.01,52.58,142.35,0.3535,3.0800,68.37,2.1399,2.45,0.999947,0.999977,0,0,Y
DFT_0938,Ti20Hf20Nb25Ta15Mo20,3.075686,158.22,235.93,119.36,65.73,58.29,158.22,62.75,62.53,62.64,166.02,0.3251,2.5257,53.63,1.1277,4.61,0.999974,0.999988,0,1,Y
DFT_0939,Ti20Hf25Nb5Ta20W30,3.075363,172.02,253.63,131.22,83.53,61.21,172.02,74.60,72.89,73.75,193.57,0.3124,2.3326,47.69,1.3647,6.19,0.999974,0.999988,1,0,Y
DFT_0940,Ti20Hf25Nb25Ta30,3.123108,149.47,170.94,138.73,65.47,16.10,149.47,45.72,29.41,37.57,103.99,0.3840,3.9788,73.26,4.0651,0.32,0.999531,0.999856,0,0,Y
DFT_0941,Ti20Hf30Nb20Mo30,3.073020,158.31,237.30,118.81,63.96,59.24,158.31,62.08,61.99,62.03,164.60,0.3267,2.5521,54.85,1.0797,4.48,0.999989,0.999977,0,0,Y
DFT_0942,Ti20Hf40Nb5Mo15W20,3.086572,165.86,239.56,129.01,76.49,55.27,165.86,68.00,66.31,67.16,177.51,0.3216,2.4698,52.52,1.3839,5.14,0.999982,0.999991,0,0,Y
DFT_0943,Ti20Hf40Nb5Ta20W15,3.123186,158.91,212.15,132.29,81.89,39.93,158.91,65.11,57.66,61.38,163.14,0.3289,2.5888,50.40,2.0507,4.31,0.999982,0.999991,0,0,Y
DFT_0944,Ti20Hf40Nb25W15,3.119868,154.64,210.80,126.56,73.56,42.12,154.64,60.98,56.65,58.81,156.59,0.3312,2.6293,53.00,1.7462,4.00,0.999983,0.999994,0,0,Y
DFT_0945,Ti20Hf40V15Ta25,3.117065,145.71,135.60,150.77,70.53,-7.58,145.71,39.29,-22.60,8.34,24.56,0.4719,17.4653,80.23,-9.3020,-2.76,0.999394,0.999355,0,0,N
DFT_0946,Ti20Hf40V20Nb20,3.100062,136.15,176.94,115.76,66.89,30.59,136.15,52.37,45.36,48.86,130.93,0.3397,2.7863,48.87,2.1865,2.87,0.999968,0.999978,0,0,Y
DFT_0947,Ti20Zr5V20Nb45Ta5Mo5,3.023911,145.70,224.30,106.40,48.75,58.95,145.70,52.83,52.37,52.60,140.85,0.3389,2.7699,57.65,0.8270,3.17,0.999965,0.999883,0,0,Y
DFT_0948,Ti20Zr5V40Nb25W10,2.961579,152.13,234.77,110.81,51.42,61.98,152.13,55.64,55.18,55.41,148.23,0.3376,2.7455,59.39,0.8296,3.42,0.999964,0.998954,0,0,Y
DFT_0949,Ti20Zr5Hf25Nb30W20,3.096281,156.02,224.99,121.53,69.29,51.73,156.02,62.27,61.01,61.64,163.40,0.3255,2.5312,52.24,1.3395,4.52,0.999986,0.999988,0,0,Y
DFT_0951,Ti20Zr10Nb20Ta50,3.101337,151.22,215.66,119.00,72.71,48.33,151.22,62.96,60.50,61.73,163.01,0.3203,2.4498,46.29,1.5045,4.82,0.999986,0.999946,0,0,Y
DFT_0952,Ti20Zr10V25Ta15W30,2.990199,174.20,271.86,125.37,72.41,73.25,174.20,72.75,72.74,72.75,191.57,0.3167,2.3946,52.95,0.9887,5.84,0.999974,0.999953,0,0,Y
DFT_0953,Ti20Zr10V35Ta20Mo15,2.979477,152.32,233.08,111.94,58.82,60.57,152.32,59.52,59.51,59.51,157.96,0.3272,2.5595,53.12,0.9711,4.27,0.999971,0.999985,0,0,Y
DFT_0954,Ti20Zr10V40Mo15W15,2.937467,166.35,266.15,116.45,57.93,74.85,166.35,64.70,63.69,64.19,170.63,0.3290,2.5914,58.52,0.7740,4.49,0.999965,0.999888,0,0,Y
DFT_0956,Ti20Zr10Hf30Mo30W10,3.078004,158.43,236.74,119.27,68.72,58.73,158.43,64.73,64.34,64.53,170.46,0.3207,2.4550,50.55,1.1700,5.01,0.999990,0.999964,0,0,Y
DFT_0957,Ti20Zr10Hf30V20W20,3.070300,146.39,202.32,118.43,71.01,41.94,146.39,59.38,55.60,57.49,152.51,0.3264,2.5463,47.42,1.6929,4.17,0.999984,0.999989,0,0,Y
DFT_0959,Ti20Zr15Nb35W30,3.056077,164.48,258.49,117.47,63.30,70.51,164.48,66.19,66.00,66.09,174.86,0.3228,2.4886,54.17,0.8978,4.99,0.999975,0.999933,0,0,Y
DFT_0960,Ti20Zr15Nb40Ta25,3.107956,139.01,200.85,108.09,59.99,46.38,139.01,54.55,53.69,54.12,143.70,0.3277,2.5687,48.10,1.2935,3.85,0.999959,0.999954,0,0,Y
DFT_0961,Ti20Zr15Nb50Mo15,3.074977,142.14,220.72,102.85,47.49,58.93,142.14,52.07,51.49,51.78,138.51,0.3376,2.7452,55.36,0.8058,3.18,0.999759,0.999907,0,0,Y
DFT_0962,Ti20Zr15V15Nb30Mo20,3.028420,144.44,226.99,103.16,48.00,61.91,144.44,53.56,52.74,53.15,142.03,0.3361,2.7176,55.17,0.7752,3.35,0.999979,0.999869,0,0,Y
DFT_0963,Ti20Zr15Hf10Nb45Mo10,3.103472,137.71,202.17,105.48,52.63,48.34,137.71,50.92,50.83,50.87,135.89,0.3355,2.7069,52.85,1.0888,3.21,0.999942,0.999948,0,0,Y
DFT_0964,Ti20Zr15Hf10V20Ta35,3.111711,114.92,147.43,98.66,63.33,24.39,114.92,47.75,38.64,43.20,115.16,0.3330,2.6604,35.34,2.5969,2.76,0.999953,0.999982,0,0,Y
DFT_0965,Ti20Zr15Hf15Nb5Ta45,3.184243,114.22,136.34,103.16,65.46,16.59,114.22,45.91,30.05,37.98,102.58,0.3503,3.0071,37.70,3.9460,1.63,0.999937,0.999901,0,0,Y
DFT_0966,Ti20Zr15Hf15V40Nb10,3.030712,122.44,168.50,99.41,55.99,34.54,122.44,47.41,44.85,46.13,122.96,0.3326,2.6540,43.42,1.6209,3.00,0.999877,0.999979,0,0,Y
DFT_0967,Ti20Zr15Hf30Nb5W30,3.109604,154.96,219.45,122.72,75.93,48.37,154.96,64.90,61.83,63.37,167.30,0.3201,2.4454,46.79,1.5699,4.96,0.999948,0.999979,0,0,Y
DFT_0968,Ti20Zr15Hf40Nb15W10,3.158612,140.86,181.84,120.37,73.69,30.74,140.86,56.51,47.27,51.89,138.65,0.3360,2.7146,46.67,2.3975,3.27,0.999990,0.999981,0,0,Y
DFT_0969,Ti20Zr20Nb15Ta20Mo25,3.071823,149.26,230.55,108.62,59.10,60.97,149.26,59.84,59.83,59.84,158.35,0.3232,2.4945,49.52,0.9693,4.52,0.999990,0.999949,0,0,Y
DFT_0970,Ti20Zr20V5Ta40Mo15,3.082564,147.43,216.54,112.87,68.03,51.84,147.43,61.55,60.47,61.01,160.85,0.3182,2.4163,44.84,1.3125,4.89,0.999980,0.999985,0,0,Y
DFT_0971,Ti20Zr20V15Ta15Mo30,3.024826,151.11,237.21,108.06,57.22,64.57,151.11,60.16,59.95,60.06,159.09,0.3245,2.5162,50.84,0.8861,4.46,0.999986,0.999897,0,0,Y
DFT_0972,Ti20Zr20V15Nb30W15,3.053544,141.35,213.30,105.38,54.94,53.96,141.35,54.55,54.54,54.55,144.99,0.3290,2.5914,50.44,1.0182,3.81,0.999974,0.999961,0,0,Y
DFT_0973,Ti20Zr20V30Nb10Mo20,2.997956,139.02,215.74,100.66,48.17,57.54,139.02,51.92,51.53,51.72,138.05,0.3345,2.6879,52.49,0.8372,3.33,0.999968,0.999935,0,0,Y
DFT_0974,Ti20Zr20V40W20,2.978730,146.80,222.38,109.01,59.21,56.69,146.80,58.20,58.17,58.19,154.19,0.3249,2.5229,49.80,1.0445,4.30,0.999894,0.999955,0,0,Y
DFT_0975,Ti20Zr20Hf5V5Mo30W20,3.026839,166.68,270.74,114.65,64.90,78.05,166.68,70.16,69.59,69.87,183.92,0.3161,2.3855,49.75,0.8315,5.67,0.999996,0.999765,0,0,Y
DFT_0976,Ti20Zr20Hf10V20W30,3.038029,155.73,231.52,117.83,67.80,56.84,155.73,63.42,62.95,63.18,166.97,0.3213,2.4648,50.03,1.1927,4.87,0.999999,0.999968,2,0,Y
DFT_0977,Ti20Zr20Hf15Ta45,3.150407,139.58,163.07,127.83,72.81,17.62,139.58,50.74,32.32,41.53,113.34,0.3647,3.3611,55.02,4.1321,1.28,0.999960,0.999918,0,0,Y
DFT_0978,Ti20Zr20Hf30V20Ta10,3.128622,125.40,156.68,109.76,69.41,23.46,125.40,51.03,38.92,44.98,120.52,0.3398,2.7881,40.34,2.9587,2.59,0.999874,0.999993,0,0,Y
DFT_0979,Ti20Zr25Hf15Nb20W20,3.119852,140.69,199.70,111.19,64.95,44.26,140.69,56.68,54.72,55.70,147.61,0.3251,2.5260,46.23,1.4676,4.10,0.999976,0.999972,0,0,Y
DFT_0980,Ti20Zr25Hf20Mo15W20,3.101804,148.23,216.07,114.31,67.25,50.88,148.23,60.70,59.58,60.14,158.93,0.3213,2.4647,47.06,1.3216,4.65,0.999991,0.999596,0,0,Y
DFT_0981,Ti20Zr25Hf25Nb15Mo15,3.143419,131.45,179.39,107.48,61.95,35.96,131.45,51.55,48.05,49.80,132.66,0.3318,2.6394,45.53,1.7229,3.32,0.999978,0.999950,0,0,Y
DFT_0982,Ti20Zr25Hf40W15,3.171550,137.39,173.99,119.09,76.70,27.45,137.39,57.00,44.65,50.83,135.74,0.3353,2.7031,42.39,2.7939,3.22,0.999985,0.999988,0,0,Y
DFT_0983,Ti20Zr25Hf40Nb15,3.198705,121.44,150.13,107.10,73.87,21.52,121.44,52.93,37.44,45.18,120.59,0.3345,2.6877,33.22,3.4331,2.85,0.999132,0.999983,0,0,Y
DFT_0984,Ti20Zr30Ta20Mo15W15,3.087497,146.58,221.94,108.90,65.69,56.52,146.58,62.02,61.69,61.85,162.68,0.3150,2.3698,43.21,1.1621,5.14,0.999988,0.999967,0,0,Y
DFT_0985,Ti20Zr30V20W30,3.039313,146.54,221.93,108.85,63.35,56.54,146.54,60.62,60.44,60.53,159.61,0.3185,2.4209,45.50,1.1203,4.84,0.999979,0.999950,0,0,Y
DFT_0986,Ti20Zr30Hf20V15W15,3.115237,128.43,172.16,106.56,65.77,32.80,128.43,52.58,46.91,49.75,132.17,0.3285,2.5817,40.79,2.0052,3.48,0.999985,0.999974,0,0,Y
DFT_0988,Ti20Zr40Mo20W20,3.087851,141.00,217.06,102.97,59.26,57.04,141.00,58.37,58.35,58.36,153.86,0.3181,2.4159,43.71,1.0389,4.69,0.999992,0.999883,0,0,Y
DFT_0989,Ti20Zr40V10Ta30,3.145124,115.42,152.25,97.01,64.46,27.62,115.42,49.73,42.04,45.88,121.54,0.3245,2.5156,32.54,2.3337,3.37,0.999881,0.999977,0,0,Y
DFT_0990,Ti20Zr40V15Nb25,3.126647,107.82,147.77,87.85,51.06,29.96,107.82,42.62,39.84,41.23,109.70,0.3304,2.6152,36.79,1.7042,2.72,0.999850,0.999925,0,0,Y
DFT_0991,Ti20Zr40V20Nb10Ta10,3.116764,109.10,147.12,90.09,55.92,28.52,109.10,44.96,40.39,42.68,113.26,0.3270,2.5565,34.17,1.9609,2.99,0.999854,0.999969,0,0,Y
DFT_0992,Ti20Zr40Hf5Ta20Mo15,3.144778,122.38,170.02,98.56,61.44,35.73,122.38,51.15,47.71,49.43,130.70,0.3220,2.4758,37.12,1.7193,3.78,0.999970,0.999952,0,1,Y
DFT_0993,Ti20Zr40Hf5V5Mo30,3.099697,126.25,188.16,95.30,52.28,46.43,126.25,49.94,49.77,49.85,132.17,0.3255,2.5324,43.02,1.1260,3.64,0.999976,0.999900,0,0,Y
DFT_0994,Ti20Zr40Hf5V10Nb5W20,3.112117,126.53,178.56,100.52,60.76,39.02,126.53,52.06,49.69,50.87,134.58,0.3227,2.4871,39.76,1.5570,3.86,0.999975,0.999943,0,0,Y
DFT_0995,Ti20Zr40Hf20W20,3.161908,129.01,170.96,108.03,68.94,31.46,129.01,53.95,46.69,50.32,133.59,0.3274,2.5637,39.10,2.1909,3.58,0.999984,0.999974,0,0,Y
DFT_0996,Ti20Zr40Hf20Ta20,3.201905,115.27,141.87,101.97,72.47,19.95,115.27,51.46,35.30,43.38,115.63,0.3328,2.6573,29.50,3.6327,2.78,0.999504,0.999988,0,0,Y
DFT_0997,Ti20Zr40Hf20Nb10W10,3.180300,120.29,130.71,115.08,63.72,7.82,120.29,41.36,16.51,28.93,80.36,0.3887,4.1575,51.36,8.1512,-0.30,0.999794,0.999977,0,0,Y
DFT_0998,Ti20Zr40Hf25V15,3.176914,108.06,95.57,114.30,65.73,-9.36,108.06,35.69,-29.77,2.96,8.80,0.4864,36.4886,48.57,-7.0198,-2.94,0.999305,0.999820,0,0,N
DFT_0999,Ti25Nb20Ta5Mo30W20,2.990747,191.81,325.35,125.04,70.76,100.16,191.81,82.52,80.17,81.34,213.81,0.3142,2.3580,54.28,0.7064,6.61,0.999968,0.999261,0,0,Y
DFT_1000,Ti25Nb30Ta20Mo15W10,3.031096,172.92,273.58,122.59,65.42,75.49,172.92,69.45,69.11,69.28,183.35,0.3233,2.4960,57.17,0.8666,5.18,0.999932,0.999965,0,0,Y
DFT_1002,Ti25V20Nb10Mo15W30,2.951437,193.24,319.44,130.14,71.20,94.65,193.24,80.58,79.03,79.81,210.45,0.3185,2.4213,58.94,0.7523,6.21,0.999984,0.999489,0,0,Y
DFT_1003,Ti25V20Nb35W20,2.988870,168.07,263.48,120.37,59.33,71.56,168.07,64.22,63.68,63.95,170.25,0.3312,2.6282,61.04,0.8291,4.35,0.999953,0.999979,0,0,Y
DFT_1004,Ti25V30Nb20Ta5Mo20,2.954383,162.91,258.08,115.33,52.06,71.38,162.91,59.79,58.38,59.08,158.14,0.3382,2.7572,63.26,0.7294,3.64,0.999970,0.999956,0,0,Y
DFT_1005,Ti25Hf5Nb25Ta25Mo10W10,3.050020,167.25,249.70,126.03,67.93,61.83,167.25,65.49,65.35,65.42,173.63,0.3270,2.5565,58.10,1.0986,4.70,0.999950,0.999995,0,0,Y
DFT_1006,Ti25Hf5Nb50Ta10W10,3.064813,156.90,235.70,117.50,60.89,59.10,156.90,60.17,60.16,60.17,160.05,0.3300,2.6077,56.61,1.0303,4.16,0.999913,0.999964,0,0,Y
DFT_1008,Ti25Hf5V20Nb5Ta45,3.051384,143.54,197.96,116.33,69.85,40.81,143.54,58.23,54.37,56.30,149.38,0.3266,2.5494,46.49,1.7114,4.07,0.999963,0.999994,2,1,Y
DFT_1010,Ti25Hf10V40Nb25,2.981887,139.72,201.17,109.00,80.25,46.09,139.72,66.58,61.90,64.24,167.11,0.3007,2.1750,28.75,1.7413,6.20,0.999975,0.999915,1,0,Y
DFT_1011,Ti25Hf15V5Nb10Mo15W30,3.014934,179.69,285.79,126.64,74.51,79.58,179.69,76.54,76.46,76.50,200.98,0.3136,2.3489,52.12,0.9364,6.31,0.999992,0.999858,0,0,Y
DFT_1012,Ti25Hf25Ta30W20,3.089470,163.67,198.77,146.12,74.25,26.32,163.67,55.08,42.96,49.02,133.71,0.3638,3.3388,71.87,2.8205,1.76,0.999980,0.999995,0,0,Y
DFT_1013,Ti25Hf25Nb20W30,3.069044,166.28,245.33,126.76,75.22,59.28,166.28,68.84,67.92,68.38,180.41,0.3192,2.4317,51.54,1.2687,5.37,0.999974,0.999990,0,0,Y
DFT_1015,Ti25Hf25V25Mo25,3.007330,149.36,221.04,113.52,61.10,53.76,149.36,58.17,57.94,58.05,154.18,0.3280,2.5729,52.42,1.1366,4.12,0.999985,0.999984,0,0,Y
DFT_1016,Ti25Hf25V25Nb5Mo15W5,3.018699,147.69,213.87,114.60,63.16,49.63,147.69,57.75,56.95,57.35,152.33,0.3281,2.5754,51.45,1.2725,4.06,0.999980,0.999995,2,2,Y
DFT_1017,Ti25Hf30Nb5Ta5Mo25W10,3.065248,162.34,241.10,122.96,71.55,59.07,162.34,66.56,65.98,66.27,174.99,0.3203,2.4498,51.41,1.2113,5.15,0.999980,0.999986,1,0,Y
DFT_1018,Ti25Hf35Ta20Mo20,3.100909,153.86,212.73,124.43,74.71,44.15,153.86,62.49,58.51,60.50,160.47,0.3262,2.5431,49.71,1.6922,4.40,0.999995,0.999997,1,0,Y
DFT_1019,Ti25Hf35Nb20Ta10Mo10,3.117042,146.25,197.74,120.50,70.30,38.62,146.25,57.63,52.93,55.28,147.28,0.3322,2.6456,50.20,1.8203,3.70,0.999988,0.999988,0,0,Y
DFT_1020,Ti25Hf35V30Nb5W5,3.054857,136.20,178.16,115.22,67.05,31.47,136.20,52.82,46.17,49.49,132.44,0.3379,2.7518,48.17,2.1309,3.00,0.999921,0.999988,0,0,Y
DFT_1021,Ti25Zr5V10Ta30W30,3.017837,179.94,278.37,130.73,80.61,73.82,179.94,77.90,77.75,77.82,204.05,0.3110,2.3122,50.11,1.0920,6.58,0.999983,0.999954,0,0,Y
DFT_1022,Ti25Zr5V40Mo30,2.914197,166.24,268.38,115.17,51.03,76.61,166.24,61.26,58.90,60.08,160.86,0.3387,2.7670,64.14,0.6662,3.67,0.999973,0.999851,0,0,Y
DFT_1023,Ti25Zr5Hf5Nb10Ta50W5,3.101671,146.14,202.47,117.97,73.57,42.25,146.14,61.04,56.74,58.89,155.76,0.3224,2.4814,44.40,1.7415,4.49,0.999940,0.999985,0,0,Y
DFT_1024,Ti25Zr5Hf10Nb35Mo20W5,3.053999,154.97,239.44,112.74,57.55,63.35,154.97,59.87,59.74,59.80,158.96,0.3290,2.5913,55.19,0.9084,4.19,0.999987,0.999947,0,0,Y
DFT_1025,Ti25Zr5Hf30V10Ta30,3.119740,140.02,141.70,139.18,71.41,1.26,140.02,43.35,3.07,23.21,65.98,0.4215,6.0331,67.77,56.7064,-1.46,0.959208,0.999673,0,0,Y
DFT_1026,Ti25Zr5Hf40W30,3.104817,160.21,219.46,130.58,80.87,44.44,160.21,66.30,60.90,63.60,168.50,0.3247,2.5191,49.71,1.8198,4.70,0.999984,0.999956,0,0,Y
DFT_1027,Ti25Zr10Ta5Mo30W30,2.996162,192.08,323.34,126.45,76.36,98.44,192.08,85.19,83.89,84.54,221.17,0.3081,2.2720,50.09,0.7757,7.27,0.999984,0.999421,0,0,Y
DFT_1028,Ti25Zr10Nb30Mo30W5,3.027546,161.87,262.66,111.47,55.17,75.60,161.87,63.34,61.85,62.60,166.35,0.3287,2.5859,56.31,0.7298,4.40,0.999996,0.999743,0,0,Y
DFT_1030,Ti25Zr10Hf40V5Mo20,3.115483,140.85,188.41,117.07,68.86,35.67,140.85,55.59,50.18,52.88,141.01,0.3331,2.6634,48.21,1.9306,3.48,0.999995,0.999982,0,0,Y
DFT_1031,Ti25Zr15V20Nb5Mo5W30,2.995976,165.81,259.60,118.91,66.08,70.34,165.81,67.78,67.72,67.75,178.89,0.3202,2.4473,52.84,0.9393,5.27,0.999985,0.999914,0,0,Y
DFT_1032,Ti25Zr15Hf10V30Ta5W15,3.022168,139.96,200.10,109.89,64.14,45.11,139.96,56.53,54.88,55.70,147.54,0.3243,2.5126,45.75,1.4220,4.15,0.999977,0.999983,1,0,Y
DFT_1033,Ti25Zr20Mo25W30,3.021211,174.39,285.92,118.63,69.64,83.65,174.39,75.24,74.64,74.94,196.66,0.3121,2.3270,48.98,0.8326,6.30,0.999997,0.999712,0,0,Y
DFT_1034,Ti25Zr20Ta30Mo25,3.071437,148.95,225.09,110.88,64.94,57.11,148.95,61.81,61.56,61.68,162.61,0.3181,2.4147,45.94,1.1371,4.95,0.999986,0.999981,0,0,Y
DFT_1035,Ti25Zr20Nb15Mo10W30,3.046282,163.05,257.36,115.90,65.78,70.73,163.05,67.76,67.67,67.71,178.44,0.3176,2.4079,50.12,0.9300,5.42,0.999993,0.999885,0,0,Y
DFT_1036,Ti25Zr20V30Ta10W15,3.013911,141.26,206.21,108.79,62.66,48.71,141.26,57.08,56.22,56.65,149.91,0.3231,2.4937,46.13,1.2863,4.28,0.999963,0.999955,0,0,Y
DFT_1037,Ti25Zr20V30Nb25,3.034257,122.43,175.17,96.06,49.53,39.56,122.43,45.54,44.99,45.26,120.89,0.3354,2.7048,46.53,1.2520,2.81,0.999914,0.999911,0,0,Y
DFT_1038,Ti25Zr20V35Ta20,3.027453,126.24,175.74,101.49,60.06,37.13,126.24,50.88,48.16,49.52,131.39,0.3265,2.5492,41.43,1.6175,3.56,0.999891,0.998759,0,0,Y
